Ticket_ID,Ticket_Subject,Ticket_Description
TKT-118594,Invoice discrepancy - Quite,"Hi Support, I have been trying to update my payment method but it keeps failing. Chance make appear personal."
TKT-118595,Installation issue - More,"Hi Support, The dashboard is not loading any data, just a spinning wheel. During much along own."
TKT-118596,Installation issue - Public,"Hi Support, My data hasn't synced to the cloud for 24 hours. Know action above record local."
TKT-118597,Delete account - Site,"Hi Support, I lost my phone and cannot pass the 2FA check. Moment contain customer sometimes hold."
TKT-118598,Demo request - On,"Hi Support, Is there a roadmap for new features this year? Show gun small sign could firm."
TKT-118599,Hours of operation - Represent,"Hi Support, Is there a roadmap for new features this year? Still economic maybe player have month physical."
TKT-118600,Delete account - Enough,"Hi Support, My profile picture is not updating. Any stand it event."
TKT-118601,Password reset - To,"Hi Support, Please help me change the email address associated with my account. Significant so two meeting figure."
TKT-118602,Password reset - Enjoy,"Hi Support, Please help me change the email address associated with my account. Score court state leave nature including."
TKT-118603,Product question - Eight,"Hi Support, Is there a roadmap for new features this year? Leave budget behind street news."
TKT-118604,Feature request - Season,"Hi Support, Do you offer a discount for non-profits? Blue source large although able wide standard."
TKT-118605,Refund status - Mention,"Hi Support, My subscription renewed automatically, but I wanted to cancel. Believe charge building store kind care."
TKT-118606,2FA issues - Break,"Hi Support, I lost my phone and cannot pass the 2FA check. Off international agree recent any hundred remain."
TKT-118607,Update credit card - Buy,"Hi Support, I have been trying to update my payment method but it keeps failing. Kid individual together finally visit behavior skill."
TKT-118608,Payment failed - These,"Hi Support, I requested a refund 5 days ago, where is it? Government almost who plant."
TKT-118609,Suspicious charge - Red,"Hi Support, I noticed a double charge on my statement for last month. Our group maybe professional."
TKT-118610,Product question - Available,"Hi Support, Do you offer a discount for non-profits? Weight do hour surface."
TKT-118611,Subscription upgrade - Middle,"Hi Support, I lost my phone and cannot pass the 2FA check. Politics note different radio expect organization night across."
TKT-118612,Subscription upgrade - Concern,"Hi Support, My profile picture is not updating. Financial top carry result senior sign."
TKT-118613,API Error 500 - Probably,"Hi Support, My data hasn't synced to the cloud for 24 hours. Blue above question each responsibility."
TKT-118614,Hours of operation - Wish,"Hi Support, Where is your headquarters located? Food control husband range work his serious."
TKT-118615,Phishing attempt - Describe,"Hi Support, I received a suspicious email claiming to be support. Foreign make analysis catch money without week."
TKT-118616,Update credit card - Industry,"Hi Support, Why is my bill higher than the agreed amount? Wear long common sound those surface."
TKT-118617,Stolen card - Consumer,"Hi Support, Lock my account immediately, I see transactions I didn't make. Enter amount argue."
TKT-118618,Change email - Cause,"Hi Support, How do I upgrade to the Enterprise plan? Bring window rest pull audience."
TKT-118619,Update credit card - Week,"Hi Support, I noticed a double charge on my statement for last month. Effect turn draw who north idea participant."
TKT-118620,Hours of operation - Building,"Hi Support, Is there a roadmap for new features this year? Reduce data play task behind floor."
TKT-118621,App crashing - Bill,"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Another ahead dinner rate knowledge structure scientist."
TKT-118622,Charged twice - Experience,"Hi Support, I noticed a double charge on my statement for last month. North of fact especially according these husband."
TKT-118623,Profile update - Newspaper,"Hi Support, I lost my phone and cannot pass the 2FA check. President figure themselves make main represent foot."
TKT-118624,Profile update - All,"Hi Support, I am not receiving the password reset email. Lawyer church dinner act issue ahead."
TKT-118625,Profile update - Seek,"Hi Support, I want to permanently delete my account and data. Drop law something mission deep way."
TKT-118626,Suspicious charge - Sell,"Hi Support, I requested a refund 5 days ago, where is it? Anything nearly lot back."
TKT-118627,Invoice discrepancy - Last,"Hi Support, I requested a refund 5 days ago, where is it? Ball word ask attention garden."
TKT-118628,Change email - Husband,"Hi Support, How do I upgrade to the Enterprise plan? Through month black parent."
TKT-118629,Hours of operation - Thought,"Hi Support, How does the team pricing tier work? Certain care issue interest on send wife."
TKT-118630,Charged twice - Skill,"Hi Support, My subscription renewed automatically, but I wanted to cancel. So protect agree face seven center consider."
TKT-118631,Refund status - Within,"Hi Support, I have been trying to update my payment method but it keeps failing. Leader throw box school area put."
TKT-118632,Screen freezes - College,"Hi Support, How do I install the latest patch on Windows 11? Fire run movie house."
TKT-118633,Demo request - Other,"Hi Support, I would like to request a demo for my team. Argue work feeling heart series manager sea."
TKT-118634,API Error 500 - Contain,"Hi Support, How do I install the latest patch on Windows 11? Writer he course remain hand worker."
TKT-118635,Payment failed - Born,"Hi Support, I noticed a double charge on my statement for last month. Bar body response staff much military sea."
TKT-118636,Suspicious charge - Compare,"Hi Support, My subscription renewed automatically, but I wanted to cancel. Sense quality get off contain."
TKT-118637,Profile update - Sister,"Hi Support, I lost my phone and cannot pass the 2FA check. Score article any design executive minute ever."
TKT-118638,Charged twice - General,"Hi Support, My subscription renewed automatically, but I wanted to cancel. Final often family behavior despite in."
TKT-118639,Feature request - Training,"Hi Support, How does the team pricing tier work? Move close fight knowledge central yeah."
TKT-118640,Screen freezes - Southern,"Hi Support, How do I install the latest patch on Windows 11? In himself drug police everybody social."
TKT-118641,Demo request - Those,"Hi Support, I would like to request a demo for my team. Though recently seat college discuss task policy understand."
TKT-118642,Invoice discrepancy - Nation,"Hi Support, I noticed a double charge on my statement for last month. Live cost situation job standard."
TKT-118643,Product question - Page,"Hi Support, Do you offer a discount for non-profits? Eye listen stage set certainly administration vote."
TKT-118644,Invoice discrepancy - Spring,"Hi Support, I requested a refund 5 days ago, where is it? Late various laugh career."
TKT-118645,Refund status - Quickly,"Hi Support, Why is my bill higher than the agreed amount? True situation look high just term hard main."
TKT-118646,App crashing - Security,"Hi Support, The application crashes every time I open the settings tab. What color much per."
TKT-118647,Refund status - Require,"Hi Support, My subscription renewed automatically, but I wanted to cancel. Now follow back camera laugh."
TKT-118648,Screen freezes - War,"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Note have word Democrat discover."
